OBJECTID,ORGANIZATION,LOCATEID,COLLECADDRES,COLLECCITY,COLLECZIP,COMP_ADDR,FIPSCOUNTY,JURISDNAME,TRAPTYPE,OrgLocIDTrap,POOLSIZE,GENDER,TESTTYPE,RESULTTYPE,ISPOS,TESTDATE,GENUS,SPECIES,U_trap2,LOGITUDE,LATITUDE,COLLECSAMPLEID,U_id2,Numtests,COLLECDATE,WEEK_NEW,YEAR
161073,DUPAGE COUNTY HEALTH DEPT,905,8S170 Vine Street,BURR RIDGE,60527,8S170 Vine Street_BURR RIDGE_60527,DUPAGE,DUPAGE COUNTY HEALTH DEPT,GRAVID TRAP,DUPAGE COUNTY HEALTH DEPT|905|GRAVID TRAP,25,Female,RAMP WNV,NEGATIVE,0,11-May-10,Culex,SP,UTB0016,-87.932655,41.756331,S10001,UTB0016 S10001,1,10-May-10,19,2010
167364,COOK COUNTY HEALTH DEPT,39,4736 LARCH AVE.,GLENVIEW,60025,4736 LARCH AVE._GLENVIEW_60025,COOK,COOK COUNTY HEALTH DEPT,GRAVID TRAP,COOK COUNTY HEALTH DEPT|39|GRAVID TRAP,7,Female,RAMP WNV,NEGATIVE,0,13-May-10,Culex,SP,UTB0527,-87.874116,42.085388,007,UTB0527 007,1,10-May-10,19,2010
167358,COOK COUNTY HEALTH DEPT,8,1421 MILWAUKEE,GLENVIEW,60025,1421 MILWAUKEE_GLENVIEW_60025,COOK,COOK COUNTY HEALTH DEPT,GRAVID TRAP,COOK COUNTY HEALTH DEPT|8|GRAVID TRAP,3,Female,RAMP WNV,NEGATIVE,0,13-May-10,Culex,SP,UTB0523,-87.864734,42.081525,005,UTB0523 005,1,10-May-10,19,2010
167356,COOK COUNTY HEALTH DEPT,38,4303 WESTVIEW,NORTHBROOK,60062,4303 WESTVIEW_NORTHBROOK_60062,COOK,COOK COUNTY HEALTH DEPT,GRAVID TRAP,COOK COUNTY HEALTH DEPT|38|GRAVID TRAP,3,Female,RAMP WNV,NEGATIVE,0,13-May-10,Culex,SP,UTB0514,-87.863114,42.090746,004,UTB0514 004,1,10-May-10,19,2010
167360,COOK COUNTY HEALTH DEPT,36,2790 BROOK DALE,NORTHBROOK,60062,2790 BROOK DALE_NORTHBROOK_60062,COOK,COOK COUNTY HEALTH DEPT,GRAVID TRAP,COOK COUNTY HEALTH DEPT|36|GRAVID TRAP,3,Female,RAMP WNV,NEGATIVE,0,13-May-10,Culex,SP,UTB0516,-87.859811,42.102778,006,UTB0516 006,1,10-May-10,19,2010
167343,COOK COUNTY HEALTH DEPT,50,3913 HARVEST LANE,GLENVIEW,60025,3913 HARVEST LANE_GLENVIEW_60025,COOK,COOK COUNTY HEALTH DEPT,GRAVID TRAP,COOK COUNTY HEALTH DEPT|50|GRAVID TRAP,25,Female,RAMP WNV,NEGATIVE,0,13-May-10,Culex,SP,UTB0517,-87.852019,42.09763,003,UTB0517 003,1,10-May-10,19,2010
161069,North Shore MAD,NSG13,2900 PATRIOT BLVD,GLENVIEW,60025,2900 PATRIOT BLVD_GLENVIEW_60025,COOK,COOK COUNTY HEALTH DEPT,GRAVID TRAP,North Shore MAD|NSG13|GRAVID TRAP,3,Female,PCRWNV,NEGATIVE,0,20-May-10,Culex,RESTUANS,UTB0009,-87.821683,42.110783,NS18,UTB0009 NS18,2,10-May-10,19,2010
161064,North Shore MAD,NSG2,GLENVIEW&HARLEM,GLENVIEW,60025,GLENVIEW&HARLEM_GLENVIEW_60025,COOK,COOK COUNTY HEALTH DEPT,GRAVID TRAP,North Shore MAD|NSG2|GRAVID TRAP,30,Female,PCRWNV,NEGATIVE,0,20-May-10,Culex,RESTUANS,UTB0005,-87.8036,42.067666,NS13,UTB0005 NS13,2,10-May-10,19,2010
161071,North Shore MAD,NSG23,NILES FPD - NORDICA & FARGO,NILES,60714,NILES FPD - NORDICA & FARGO_NILES_60714,COOK,COOK COUNTY HEALTH DEPT,GRAVID TRAP,North Shore MAD|NSG23|GRAVID TRAP,5,Female,PCRWNV,NEGATIVE,0,20-May-10,Culex,RESTUANS,UTB0015,-87.798462,42.01703,NS20,UTB0015 NS20,2,10-May-10,19,2010
161068,North Shore MAD,NSG9,937 HAPP ROAD,NORTHFIELD,60093,937 HAPP ROAD_NORTHFIELD_60093,COOK,COOK COUNTY HEALTH DEPT,GRAVID TRAP,North Shore MAD|NSG9|GRAVID TRAP,36,Female,PCRWNV,NEGATIVE,0,20-May-10,Culex,RESTUANS,UTB0014,-87.781716,42.117633,NS17,UTB0014 NS17,2,10-May-10,19,2010
161066,North Shore MAD,NSG5,4600 Block BRUMMEL,SKOKIE,60077,4600 Block BRUMMEL_SKOKIE_60077,COOK,SKOKIE HEALTH DEPT,GRAVID TRAP,North Shore MAD|NSG5|GRAVID TRAP,2,Female,PCRWNV,NEGATIVE,0,20-May-10,Culex,RESTUANS,UTB0007,-87.761766,42.097216,NS15,UTB0007 NS15,2,10-May-10,19,2010
161070,North Shore MAD,NSG14,270 EUCLID - CROW ISLAND PARK,WINNETKA,60093,270 EUCLID - CROW ISLAND PARK_WINNETKA_60093,COOK,COOK COUNTY HEALTH DEPT,GRAVID TRAP,North Shore MAD|NSG14|GRAVID TRAP,2,Female,PCRWNV,NEGATIVE,0,20-May-10,Culex,RESTUANS,UTB0010,-87.74885,42.098383,NS19,UTB0010 NS19,2,10-May-10,19,2010
161067,North Shore MAD,NSG6,6600 Block KILBORN,LINCOLNWOOD,60712,6600 Block KILBORN_LINCOLNWOOD_60712,COOK,COOK COUNTY HEALTH DEPT,GRAVID TRAP,North Shore MAD|NSG6|GRAVID TRAP,12,Female,PCRWNV,NEGATIVE,0,20-May-10,Culex,RESTUANS,UTB0008,-87.745233,42.02175,NS16,UTB0008 NS16,2,10-May-10,19,2010
161072,North Shore MAD,NSG25,CENTENNIAL PARK,KENILWORTH,60043,CENTENNIAL PARK_KENILWORTH_60043,COOK,COOK COUNTY HEALTH DEPT,GRAVID TRAP,North Shore MAD|NSG25|GRAVID TRAP,3,Female,PCRWNV,NEGATIVE,0,20-May-10,Culex,RESTUANS,UTB0013,-87.716083,42.085583,NS21,UTB0013 NS21,2,10-May-10,19,2010
161065,North Shore MAD,NSG3,PERKINS WOODS,EVANSTON,60201,PERKINS WOODS_EVANSTON_60201,COOK,EVANSTON HEALTH DEPT,GRAVID TRAP,North Shore MAD|NSG3|GRAVID TRAP,15,Female,PCRWNV,NEGATIVE,0,20-May-10,Culex,RESTUANS,UTB0006,-87.7118,42.059166,NS14,UTB0006 NS14,2,10-May-10,19,2010
170665,CITY OF NAPERVILLE,G1,NORTH AURORA RD. AND GENESEE,NAPERVILLE,60563,NORTH AURORA RD. AND GENESEE_NAPERVILLE_60563,DUPAGE,DUPAGE COUNTY HEALTH DEPT,GRAVID TRAP,CITY OF NAPERVILLE|G1|GRAVID TRAP,14,Female,VECWNV,NEGATIVE,0,11-May-10,Culex,SP,UTB0607,-88.22075,41.78144,8,UTB0607 8,1,11-May-10,19,2010
161074,Reed Township MAD,4,786 E SMITH ROAD,BRACEVILLE,60407,786 E SMITH ROAD_BRACEVILLE_60407,WILL,WILL COUNTY HEALTH DEPT,GRAVID TRAP,Reed Township MAD|4|GRAVID TRAP,16,Female,VECWNV,NEGATIVE,0,13-May-10,Culex,PIPIENS/RESTUANS,UTB0001,-88.236633,41.23115,RT004,UTB0001 RT004,1,12-May-10,19,2010
161076,Reed Township MAD,7,373 S. CEMETERY RD.,BRAIDWOOD,60408,373 S. CEMETERY RD._BRAIDWOOD_60408,WILL,WILL COUNTY HEALTH DEPT,GRAVID TRAP,Reed Township MAD|7|GRAVID TRAP,25,Female,VECWNV,NEGATIVE,0,13-May-10,Culex,PIPIENS/RESTUANS,UTB0002,-88.122507,41.150465,RT006,UTB0002 RT006,1,12-May-10,19,2010
167366,COOK COUNTY HEALTH DEPT,10,2930 LEE STREET,MELROSE PARK,60160,2930 LEE STREET_MELROSE PARK_60160,COOK,COOK COUNTY HEALTH DEPT,GRAVID TRAP,COOK COUNTY HEALTH DEPT|10|GRAVID TRAP,3,Female,RAMP WNV,NEGATIVE,0,13-May-10,Culex,SP,UTB0528,-87.894559,41.931243,008,UTB0528 008,1,12-May-10,19,2010
167369,COOK COUNTY HEALTH DEPT,63,2130 WEST AVE.,MELROSE PARK,60160,2130 WEST AVE._MELROSE PARK_60160,COOK,COOK COUNTY HEALTH DEPT,GRAVID TRAP,COOK COUNTY HEALTH DEPT|63|GRAVID TRAP,3,Female,RAMP WNV,NEGATIVE,0,13-May-10,Culex,SP,UTB0530,-87.85819,41.90093,010,UTB0530 010,1,12-May-10,19,2010
167368,COOK COUNTY HEALTH DEPT,17,2350 17TH AVENUE & FULLERTON AVENUE,FRANKLIN PARK,60131,2350 17TH AVENUE & FULLERTON AVENUE_FRANKLIN PARK_60131,COOK,COOK COUNTY HEALTH DEPT,GRAVID TRAP,COOK COUNTY HEALTH DEPT|17|GRAVID TRAP,3,Female,RAMP WNV,NEGATIVE,0,13-May-10,Culex,SP,UTB0529,-87.855546,41.922432,009,UTB0529 009,1,12-May-10,19,2010
161171,SKOKIE HEALTH DEPT,TRAP 7,7827 KILBOURN,SKOKIE,60076,7827 KILBOURN_SKOKIE_60076,COOK,SKOKIE HEALTH DEPT,GRAVID TRAP,SKOKIE HEALTH DEPT|TRAP 7|GRAVID TRAP,33,Female,RAMP WNV,NEGATIVE,0,18-May-10,Culex,SPP,UTB0080,-87.740217,42.023196,SK7-1-138,UTB0080 SK7-1-138,1,12-May-10,19,2010
161172,SKOKIE HEALTH DEPT,TRAP 8,8338 LOWELL,SKOKIE,60076,8338 LOWELL_SKOKIE_60076,COOK,SKOKIE HEALTH DEPT,GRAVID TRAP,SKOKIE HEALTH DEPT|TRAP 8|GRAVID TRAP,5,Female,RAMP WNV,NEGATIVE,0,18-May-10,Culex,SPP,UTB0081,-87.73651,42.032402,SK8-1-138,UTB0081 SK8-1-138,1,12-May-10,19,2010
161170,SKOKIE HEALTH DEPT,TRAP 3,3550 LAKE STREET,SKOKIE,60076,3550 LAKE STREET_SKOKIE_60076,COOK,SKOKIE HEALTH DEPT,GRAVID TRAP,SKOKIE HEALTH DEPT|TRAP 3|GRAVID TRAP,35,Female,RAMP WNV,NEGATIVE,0,18-May-10,Culex,SPP,UTB0079,-87.73389,42.03647,SK3-1-138,UTB0079 SK3-1-138,1,12-May-10,19,2010
161169,SKOKIE HEALTH DEPT,TRAP 1,3500 OAKTON STREET,SKOKIE,60076,3500 OAKTON STREET_SKOKIE_60076,COOK,SKOKIE HEALTH DEPT,GRAVID TRAP,SKOKIE HEALTH DEPT|TRAP 1|GRAVID TRAP,5,Female,RAMP WNV,NEGATIVE,0,18-May-10,Culex,SPP,UTB0078,-87.715814,42.026424,SK1-1-138,UTB0078 SK1-1-138,1,12-May-10,19,2010
161078,DUPAGE COUNTY HEALTH DEPT,802,Sleepy Hollow & Brookwood,LISLE,60532,Sleepy Hollow & Brookwood_LISLE_60532,DUPAGE,DUPAGE COUNTY HEALTH DEPT,GRAVID TRAP,DUPAGE COUNTY HEALTH DEPT|802|GRAVID TRAP,12,Female,RAMP WNV,NEGATIVE,0,14-May-10,Culex,SP,UTB0018,-88.087313,41.773075,S10003,UTB0018 S10003,1,13-May-10,19,2010
161077,DUPAGE COUNTY HEALTH DEPT,506,Morton Arb W/4100 Rt 53,LISLE,60532,Morton Arb W/4100 Rt 53_LISLE_60532,DUPAGE,DUPAGE COUNTY HEALTH DEPT,GRAVID TRAP,DUPAGE COUNTY HEALTH DEPT|506|GRAVID TRAP,18,Female,RAMP WNV,NEGATIVE,0,14-May-10,Culex,SP,UTB0017,-88.087311,41.814018,S10002,UTB0017 S10002,1,13-May-10,19,2010
161079,DUPAGE COUNTY HEALTH DEPT,901,5231 Brookbank,DOWNERS GROVE,60515,5231 Brookbank_DOWNERS GROVE_60515,DUPAGE,DUPAGE COUNTY HEALTH DEPT,GRAVID TRAP,DUPAGE COUNTY HEALTH DEPT|901|GRAVID TRAP,16,Female,RAMP WNV,NEGATIVE,0,14-May-10,Culex,SP,UTB0019,-88.016673,41.79259,S10004,UTB0019 S10004,1,13-May-10,19,2010
161081,DUPAGE COUNTY HEALTH DEPT,904,Lemont Rd,DARIEN,60559,Lemont Rd_DARIEN_60559,DUPAGE,DUPAGE COUNTY HEALTH DEPT,GRAVID TRAP,DUPAGE COUNTY HEALTH DEPT|904|GRAVID TRAP,12,Female,RAMP WNV,NEGATIVE,0,14-May-10,Culex,SP,UTB0021,-87.97683,41.79077,S10006,UTB0021 S10006,1,13-May-10,19,2010
161080,DUPAGE COUNTY HEALTH DEPT,902,365 56th Street,CLARENDON HILLS,60514,365 56th Street_CLARENDON HILLS_60514,DUPAGE,DUPAGE COUNTY HEALTH DEPT,GRAVID TRAP,DUPAGE COUNTY HEALTH DEPT|902|GRAVID TRAP,28,Female,RAMP WNV,NEGATIVE,0,14-May-10,Culex,SP,UTB0020,-87.960698,41.78662,S10005,UTB0020 S10005,1,13-May-10,19,2010
161082,DUPAGE COUNTY HEALTH DEPT,905,8S170 Vine Street,BURR RIDGE,60527,8S170 Vine Street_BURR RIDGE_60527,DUPAGE,DUPAGE COUNTY HEALTH DEPT,GRAVID TRAP,DUPAGE COUNTY HEALTH DEPT|905|GRAVID TRAP,19,Female,RAMP WNV,NEGATIVE,0,14-May-10,Culex,SP,UTB0016,-87.932655,41.756331,S10007,UTB0016 S10007,1,13-May-10,19,2010
162031,North Shore MAD,NSL3,2435 PFINGSTEN,NORTHBROOK,60062,2435 PFINGSTEN_NORTHBROOK_60062,COOK,COOK COUNTY HEALTH DEPT,NEW JERSEY LIGHT TRAP,North Shore MAD|NSL3|NEW JERSEY LIGHT TRAP,5,Female,PCRWNV,NEGATIVE,0,20-May-10,Culex,RESTUANS,UTB0170,-87.847333,42.1086,NS23,UTB0170 NS23,2,14-May-10,19,2010
162032,North Shore MAD,NSL4,1438 CROWN LANE,GLENVIEW,60025,1438 CROWN LANE_GLENVIEW_60025,COOK,COOK COUNTY HEALTH DEPT,NEW JERSEY LIGHT TRAP,North Shore MAD|NSL4|NEW JERSEY LIGHT TRAP,2,Female,PCRWNV,NEGATIVE,0,20-May-10,Culex,RESTUANS,UTB0171,-87.834666,42.081916,NS24,UTB0171 NS24,2,14-May-10,19,2010
167372,COOK COUNTY HEALTH DEPT,30,7921 W. 101ST STREET,PALOS HILLS,60465,7921 W. 101ST STREET_PALOS HILLS_60465,COOK,COOK COUNTY HEALTH DEPT,GRAVID TRAP,COOK COUNTY HEALTH DEPT|30|GRAVID TRAP,2,Female,RAMP WNV,NEGATIVE,0,20-May-10,Culex,SP,UTB0533,-87.815516,41.707639,012,UTB0533 012,1,14-May-10,19,2010
162030,North Shore MAD,NSL2,11 CHEWTON GLEN,NORTHBROOK,60062,11 CHEWTON GLEN_NORTHBROOK_60062,COOK,COOK COUNTY HEALTH DEPT,NEW JERSEY LIGHT TRAP,North Shore MAD|NSL2|NEW JERSEY LIGHT TRAP,1,Female,PCRWNV,NEGATIVE,0,20-May-10,Culex,RESTUANS,UTB0169,-87.806416,42.127083,NS22,UTB0169 NS22,2,14-May-10,19,2010
